Student ID,Quiz ID,Question ID,Date,Subject,Section of said Subject,Major,Grade of Student,University,Correct
10035,3,3-19,2024-01-15,History,History Section 3,English,1,University E,False
10035,3,3-20,2024-01-15,Math,Math Section 1,English,1,University E,True
10035,3,3-21,2024-01-15,Physics,Physics Section 6,English,1,University E,True
10035,3,3-22,2024-01-15,English,English Section 6,English,1,University E,True
10035,3,3-23,2024-01-15,Physics,Physics Section 10,English,1,University E,False
10035,3,3-24,2024-01-15,Science,Science Section 6,English,1,University E,True
10035,3,3-25,2024-01-15,Biology,Biology Section 5,English,1,University E,True
10098,3,3-1,2024-01-15,Math,Math Section 1,Math,4,University A,False
10098,3,3-2,2024-01-15,Math,Math Section 1,Math,4,University A,True
10098,3,3-3,2024-01-15,Science,Science Section 4,Math,4,University A,False
10098,3,3-4,2024-01-15,Science,Science Section 5,Math,4,University A,False
10098,3,3-5,2024-01-15,Economics,Economics Section 8,Math,4,University A,False
10098,3,3-6,2024-01-15,Science,Science Section 10,Math,4,University A,False
10098,3,3-7,2024-01-15,History,History Section 8,Math,4,University A,True
10098,3,3-8,2024-01-15,History,History Section 1,Math,4,University A,True
10098,3,3-9,2024-01-15,Science,Science Section 7,Math,4,University A,True
10098,3,3-10,2024-01-15,Math,Math Section 10,Math,4,University A,False
10098,3,3-11,2024-01-15,Biology,Biology Section 3,Math,4,University A,False
10098,3,3-12,2024-01-15,Math,Math Section 7,Math,4,University A,True
10098,3,3-13,2024-01-15,Physics,Physics Section 5,Math,4,University A,False
10098,3,3-14,2024-01-15,History,History Section 6,Math,4,University A,False
10098,3,3-15,2024-01-15,Physics,Physics Section 10,Math,4,University A,True
10098,3,3-16,2024-01-15,Economics,Economics Section 2,Math,4,University A,False
10098,3,3-17,2024-01-15,Economics,Economics Section 8,Math,4,University A,True
10098,3,3-18,2024-01-15,Biology,Biology Section 7,Math,4,University A,False
10098,3,3-19,2024-01-15,Physics,Physics Section 4,Math,4,University A,True
10098,3,3-20,2024-01-15,Math,Math Section 8,Math,4,University A,True
10098,3,3-21,2024-01-15,English,English Section 3,Math,4,University A,True
10098,3,3-22,2024-01-15,Science,Science Section 1,Math,4,University A,False
10098,3,3-23,2024-01-15,Economics,Economics Section 6,Math,4,University A,True
10098,3,3-24,2024-01-15,English,English Section 8,Math,4,University A,False
10098,3,3-25,2024-01-15,English,English Section 10,Math,4,University A,False
10051,3,3-1,2024-01-15,History,History Section 2,English,1,University B,False
10051,3,3-2,2024-01-15,Biology,Biology Section 1,English,1,University B,True
10051,3,3-3,2024-01-15,Math,Math Section 9,English,1,University B,False
10051,3,3-4,2024-01-15,Biology,Biology Section 8,English,1,University B,False
10051,3,3-5,2024-01-15,Science,Science Section 8,English,1,University B,False
10051,3,3-6,2024-01-15,Biology,Biology Section 4,English,1,University B,False
10051,3,3-7,2024-01-15,Science,Science Section 3,English,1,University B,False
10051,3,3-8,2024-01-15,Biology,Biology Section 8,English,1,University B,False
10051,3,3-9,2024-01-15,Economics,Economics Section 5,English,1,University B,False
10051,3,3-10,2024-01-15,Math,Math Section 2,English,1,University B,False
10051,3,3-11,2024-01-15,Economics,Economics Section 2,English,1,University B,False
10051,3,3-12,2024-01-15,Biology,Biology Section 10,English,1,University B,True
10051,3,3-13,2024-01-15,Economics,Economics Section 5,English,1,University B,True
10051,3,3-14,2024-01-15,Physics,Physics Section 3,English,1,University B,True
10051,3,3-15,2024-01-15,Science,Science Section 4,English,1,University B,True
10051,3,3-16,2024-01-15,History,History Section 1,English,1,University B,True
10051,3,3-17,2024-01-15,History,History Section 1,English,1,University B,True
10051,3,3-18,2024-01-15,Biology,Biology Section 6,English,1,University B,False
10051,3,3-19,2024-01-15,English,English Section 2,English,1,University B,False
10051,3,3-20,2024-01-15,Biology,Biology Section 2,English,1,University B,True
10051,3,3-21,2024-01-15,Physics,Physics Section 6,English,1,University B,True
10051,3,3-22,2024-01-15,Economics,Economics Section 10,English,1,University B,True
10051,3,3-23,2024-01-15,Math,Math Section 5,English,1,University B,False
10051,3,3-24,2024-01-15,Physics,Physics Section 3,English,1,University B,True
10051,3,3-25,2024-01-15,Science,Science Section 4,English,1,University B,True
10089,3,3-1,2024-01-15,Economics,Economics Section 2,Engineering,2,University C,False
10089,3,3-2,2024-01-15,Math,Math Section 7,Engineering,2,University C,True
10089,3,3-3,2024-01-15,Science,Science Section 9,Engineering,2,University C,False
10089,3,3-4,2024-01-15,Science,Science Section 2,Engineering,2,University C,True
10089,3,3-5,2024-01-15,Physics,Physics Section 3,Engineering,2,University C,False
10089,3,3-6,2024-01-15,Economics,Economics Section 8,Engineering,2,University C,True
10089,3,3-7,2024-01-15,Physics,Physics Section 2,Engineering,2,University C,True
10089,3,3-8,2024-01-15,Biology,Biology Section 5,Engineering,2,University C,False
10089,3,3-9,2024-01-15,Biology,Biology Section 2,Engineering,2,University C,False
10089,3,3-10,2024-01-15,Economics,Economics Section 5,Engineering,2,University C,False
10089,3,3-11,2024-01-15,Science,Science Section 3,Engineering,2,University C,True
10089,3,3-12,2024-01-15,Science,Science Section 3,Engineering,2,University C,True
10089,3,3-13,2024-01-15,English,English Section 9,Engineering,2,University C,False
10089,3,3-14,2024-01-15,Economics,Economics Section 6,Engineering,2,University C,False
10089,3,3-15,2024-01-15,Biology,Biology Section 2,Engineering,2,University C,True
10089,3,3-16,2024-01-15,Biology,Biology Section 4,Engineering,2,University C,True
10089,3,3-17,2024-01-15,Math,Math Section 10,Engineering,2,University C,True
10089,3,3-18,2024-01-15,Science,Science Section 1,Engineering,2,University C,True
10089,3,3-19,2024-01-15,Math,Math Section 1,Engineering,2,University C,False
10089,3,3-20,2024-01-15,Physics,Physics Section 8,Engineering,2,University C,False
10089,3,3-21,2024-01-15,Biology,Biology Section 7,Engineering,2,University C,True
10089,3,3-22,2024-01-15,Math,Math Section 4,Engineering,2,University C,False
10089,3,3-23,2024-01-15,Physics,Physics Section 2,Engineering,2,University C,False
10089,3,3-24,2024-01-15,English,English Section 5,Engineering,2,University C,False
10089,3,3-25,2024-01-15,Biology,Biology Section 5,Engineering,2,University C,True
10011,3,3-1,2024-01-15,Physics,Physics Section 3,Engineering,3,University D,False
10011,3,3-2,2024-01-15,History,History Section 1,Engineering,3,University D,False
10011,3,3-3,2024-01-15,English,English Section 10,Engineering,3,University D,False
10011,3,3-4,2024-01-15,Math,Math Section 6,Engineering,3,University D,True
10011,3,3-5,2024-01-15,Economics,Economics Section 10,Engineering,3,University D,True
10011,3,3-6,2024-01-15,Science,Science Section 10,Engineering,3,University D,False
10011,3,3-7,2024-01-15,History,History Section 2,Engineering,3,University D,False
10011,3,3-8,2024-01-15,Biology,Biology Section 6,Engineering,3,University D,False
10011,3,3-9,2024-01-15,Math,Math Section 1,Engineering,3,University D,False
10011,3,3-10,2024-01-15,Biology,Biology Section 6,Engineering,3,University D,False
10011,3,3-11,2024-01-15,History,History Section 9,Engineering,3,University D,False
10011,3,3-12,2024-01-15,Biology,Biology Section 1,Engineering,3,University D,False
10011,3,3-13,2024-01-15,Biology,Biology Section 7,Engineering,3,University D,False
10011,3,3-14,2024-01-15,Biology,Biology Section 4,Engineering,3,University D,False
10011,3,3-15,2024-01-15,English,English Section 1,Engineering,3,University D,False
10011,3,3-16,2024-01-15,Math,Math Section 2,Engineering,3,University D,False
10011,3,3-17,2024-01-15,Math,Math Section 2,Engineering,3,University D,False
10011,3,3-18,2024-01-15,Economics,Economics Section 9,Engineering,3,University D,True
10011,3,3-19,2024-01-15,Biology,Biology Section 2,Engineering,3,University D,False
10011,3,3-20,2024-01-15,Math,Math Section 7,Engineering,3,University D,False
10011,3,3-21,2024-01-15,History,History Section 6,Engineering,3,University D,False
10011,3,3-22,2024-01-15,Biology,Biology Section 1,Engineering,3,University D,False
10011,3,3-23,2024-01-15,Math,Math Section 1,Engineering,3,University D,False
10011,3,3-24,2024-01-15,History,History Section 9,Engineering,3,University D,True
10011,3,3-25,2024-01-15,Physics,Physics Section 3,Engineering,3,University D,False
10260,3,3-1,2024-01-15,Biology,Biology Section 1,Biology,1,University E,False
10260,3,3-2,2024-01-15,Physics,Physics Section 2,Biology,1,University E,False
10260,3,3-3,2024-01-15,History,History Section 2,Biology,1,University E,False
10260,3,3-4,2024-01-15,Science,Science Section 5,Biology,1,University E,True
10260,3,3-5,2024-01-15,Science,Science Section 7,Biology,1,University E,False
10260,3,3-6,2024-01-15,Biology,Biology Section 9,Biology,1,University E,True
10260,3,3-7,2024-01-15,English,English Section 6,Biology,1,University E,True
10260,3,3-8,2024-01-15,Math,Math Section 4,Biology,1,University E,False
10260,3,3-9,2024-01-15,History,History Section 10,Biology,1,University E,True
10260,3,3-10,2024-01-15,Biology,Biology Section 6,Biology,1,University E,False
10260,3,3-11,2024-01-15,History,History Section 5,Biology,1,University E,False
10260,3,3-12,2024-01-15,Economics,Economics Section 6,Biology,1,University E,True
10260,3,3-13,2024-01-15,Math,Math Section 1,Biology,1,University E,False
10260,3,3-14,2024-01-15,English,English Section 9,Biology,1,University E,False
10260,3,3-15,2024-01-15,English,English Section 8,Biology,1,University E,False
10260,3,3-16,2024-01-15,Physics,Physics Section 3,Biology,1,University E,True
10260,3,3-17,2024-01-15,Math,Math Section 9,Biology,1,University E,True
10260,3,3-18,2024-01-15,Biology,Biology Section 3,Biology,1,University E,True
10260,3,3-19,2024-01-15,History,History Section 9,Biology,1,University E,False
10260,3,3-20,2024-01-15,Math,Math Section 4,Biology,1,University E,True
10260,3,3-21,2024-01-15,Physics,Physics Section 3,Biology,1,University E,False
10260,3,3-22,2024-01-15,Math,Math Section 4,Biology,1,University E,False
10260,3,3-23,2024-01-15,Science,Science Section 5,Biology,1,University E,False
10260,3,3-24,2024-01-15,Math,Math Section 4,Biology,1,University E,True
10260,3,3-25,2024-01-15,Science,Science Section 8,Biology,1,University E,True
10133,3,3-1,2024-01-15,English,English Section 8,Math,4,University A,True
10133,3,3-2,2024-01-15,Physics,Physics Section 4,Math,4,University A,True
10133,3,3-3,2024-01-15,Math,Math Section 9,Math,4,University A,False
10133,3,3-4,2024-01-15,Economics,Economics Section 10,Math,4,University A,False
10133,3,3-5,2024-01-15,Economics,Economics Section 2,Math,4,University A,True
10133,3,3-6,2024-01-15,English,English Section 6,Math,4,University A,True
10133,3,3-7,2024-01-15,English,English Section 4,Math,4,University A,True
10133,3,3-8,2024-01-15,Physics,Physics Section 6,Math,4,University A,True
10133,3,3-9,2024-01-15,History,History Section 2,Math,4,University A,True
10133,3,3-10,2024-01-15,Physics,Physics Section 8,Math,4,University A,False
10133,3,3-11,2024-01-15,History,History Section 2,Math,4,University A,True
10133,3,3-12,2024-01-15,Biology,Biology Section 6,Math,4,University A,False
10133,3,3-13,2024-01-15,Physics,Physics Section 9,Math,4,University A,True
10133,3,3-14,2024-01-15,English,English Section 3,Math,4,University A,True
10133,3,3-15,2024-01-15,Economics,Economics Section 6,Math,4,University A,False
10133,3,3-16,2024-01-15,Economics,Economics Section 9,Math,4,University A,True
10133,3,3-17,2024-01-15,Science,Science Section 6,Math,4,University A,False
10133,3,3-18,2024-01-15,English,English Section 7,Math,4,University A,False
10133,3,3-19,2024-01-15,Biology,Biology Section 5,Math,4,University A,True
10133,3,3-20,2024-01-15,English,English Section 1,Math,4,University A,True
10133,3,3-21,2024-01-15,Economics,Economics Section 5,Math,4,University A,True
10133,3,3-22,2024-01-15,History,History Section 5,Math,4,University A,False
10133,3,3-23,2024-01-15,Economics,Economics Section 7,Math,4,University A,False
10133,3,3-24,2024-01-15,Physics,Physics Section 1,Math,4,University A,False
10133,3,3-25,2024-01-15,History,History Section 2,Math,4,University A,True
10185,3,3-1,2024-01-15,Economics,Economics Section 1,Science,4,University B,False
10185,3,3-2,2024-01-15,English,English Section 4,Science,4,University B,True
10185,3,3-3,2024-01-15,History,History Section 5,Science,4,University B,False
10185,3,3-4,2024-01-15,Physics,Physics Section 3,Science,4,University B,False
10185,3,3-5,2024-01-15,Physics,Physics Section 4,Science,4,University B,True
10185,3,3-6,2024-01-15,Math,Math Section 10,Science,4,University B,True
10185,3,3-7,2024-01-15,Biology,Biology Section 1,Science,4,University B,False
10185,3,3-8,2024-01-15,Science,Science Section 6,Science,4,University B,True
10185,3,3-9,2024-01-15,Science,Science Section 7,Science,4,University B,False
10185,3,3-10,2024-01-15,History,History Section 4,Science,4,University B,True
10185,3,3-11,2024-01-15,Physics,Physics Section 10,Science,4,University B,True
10185,3,3-12,2024-01-15,Economics,Economics Section 7,Science,4,University B,True
10185,3,3-13,2024-01-15,Science,Science Section 3,Science,4,University B,True
10185,3,3-14,2024-01-15,Biology,Biology Section 10,Science,4,University B,True
10185,3,3-15,2024-01-15,Science,Science Section 1,Science,4,University B,False
10185,3,3-16,2024-01-15,History,History Section 5,Science,4,University B,False
10185,3,3-17,2024-01-15,Physics,Physics Section 9,Science,4,University B,True
10185,3,3-18,2024-01-15,Math,Math Section 3,Science,4,University B,False
10185,3,3-19,2024-01-15,Math,Math Section 7,Science,4,University B,False
10185,3,3-20,2024-01-15,Science,Science Section 10,Science,4,University B,True
10185,3,3-21,2024-01-15,Economics,Economics Section 9,Science,4,University B,True
10185,3,3-22,2024-01-15,Economics,Economics Section 2,Science,4,University B,False
10185,3,3-23,2024-01-15,Biology,Biology Section 5,Science,4,University B,False
10185,3,3-24,2024-01-15,Science,Science Section 5,Science,4,University B,True
10185,3,3-25,2024-01-15,History,History Section 9,Science,4,University B,False
10257,3,3-1,2024-01-15,English,English Section 5,Economics,2,University C,True
10257,3,3-2,2024-01-15,English,English Section 10,Economics,2,University C,False
10257,3,3-3,2024-01-15,Economics,Economics Section 1,Economics,2,University C,True
10257,3,3-4,2024-01-15,Math,Math Section 10,Economics,2,University C,True
10257,3,3-5,2024-01-15,Physics,Physics Section 1,Economics,2,University C,False
10257,3,3-6,2024-01-15,English,English Section 8,Economics,2,University C,False
10257,3,3-7,2024-01-15,Science,Science Section 1,Economics,2,University C,True
10257,3,3-8,2024-01-15,History,History Section 10,Economics,2,University C,False
10257,3,3-9,2024-01-15,Math,Math Section 2,Economics,2,University C,False
10257,3,3-10,2024-01-15,Economics,Economics Section 3,Economics,2,University C,False
10257,3,3-11,2024-01-15,Math,Math Section 6,Economics,2,University C,False
10257,3,3-12,2024-01-15,English,English Section 9,Economics,2,University C,True
10257,3,3-13,2024-01-15,Economics,Economics Section 9,Economics,2,University C,True
10257,3,3-14,2024-01-15,Science,Science Section 6,Economics,2,University C,False
10257,3,3-15,2024-01-15,Biology,Biology Section 3,Economics,2,University C,True
10257,3,3-16,2024-01-15,English,English Section 2,Economics,2,University C,True
10257,3,3-17,2024-01-15,Biology,Biology Section 6,Economics,2,University C,False
10257,3,3-18,2024-01-15,Physics,Physics Section 10,Economics,2,University C,True
10257,3,3-19,2024-01-15,Science,Science Section 1,Economics,2,University C,False
10257,3,3-20,2024-01-15,English,English Section 8,Economics,2,University C,True
10257,3,3-21,2024-01-15,Science,Science Section 8,Economics,2,University C,True
10257,3,3-22,2024-01-15,History,History Section 10,Economics,2,University C,False
10257,3,3-23,2024-01-15,Economics,Economics Section 4,Economics,2,University C,True
10257,3,3-24,2024-01-15,Physics,Physics Section 6,Economics,2,University C,True
10257,3,3-25,2024-01-15,English,English Section 9,Economics,2,University C,True
10189,3,3-1,2024-01-15,Physics,Physics Section 10,English,2,University D,True
10189,3,3-2,2024-01-15,English,English Section 7,English,2,University D,False
10189,3,3-3,2024-01-15,Math,Math Section 8,English,2,University D,True
10189,3,3-4,2024-01-15,Physics,Physics Section 3,English,2,University D,True
10189,3,3-5,2024-01-15,Math,Math Section 4,English,2,University D,False
10189,3,3-6,2024-01-15,Economics,Economics Section 1,English,2,University D,True
10189,3,3-7,2024-01-15,Math,Math Section 5,English,2,University D,False
10189,3,3-8,2024-01-15,History,History Section 9,English,2,University D,True
10189,3,3-9,2024-01-15,Math,Math Section 9,English,2,University D,False
10189,3,3-10,2024-01-15,Economics,Economics Section 5,English,2,University D,False
10189,3,3-11,2024-01-15,Science,Science Section 1,English,2,University D,False
10189,3,3-12,2024-01-15,Math,Math Section 8,English,2,University D,True
10189,3,3-13,2024-01-15,History,History Section 2,English,2,University D,True
10189,3,3-14,2024-01-15,Biology,Biology Section 6,English,2,University D,True
10189,3,3-15,2024-01-15,English,English Section 1,English,2,University D,True
10189,3,3-16,2024-01-15,English,English Section 5,English,2,University D,False
10189,3,3-17,2024-01-15,Biology,Biology Section 6,English,2,University D,False
10189,3,3-18,2024-01-15,Biology,Biology Section 3,English,2,University D,False
10189,3,3-19,2024-01-15,Economics,Economics Section 4,English,2,University D,False
10189,3,3-20,2024-01-15,Biology,Biology Section 4,English,2,University D,False
10189,3,3-21,2024-01-15,Physics,Physics Section 3,English,2,University D,True
10189,3,3-22,2024-01-15,Biology,Biology Section 9,English,2,University D,True
10189,3,3-23,2024-01-15,English,English Section 9,English,2,University D,False
10189,3,3-24,2024-01-15,Physics,Physics Section 5,English,2,University D,False
10189,3,3-25,2024-01-15,Biology,Biology Section 8,English,2,University D,False
10274,3,3-1,2024-01-15,Economics,Economics Section 6,Engineering,3,University E,True
10274,3,3-2,2024-01-15,Economics,Economics Section 5,Engineering,3,University E,False
10274,3,3-3,2024-01-15,Economics,Economics Section 5,Engineering,3,University E,False
10274,3,3-4,2024-01-15,Biology,Biology Section 7,Engineering,3,University E,False
10274,3,3-5,2024-01-15,English,English Section 1,Engineering,3,University E,True
10274,3,3-6,2024-01-15,Biology,Biology Section 3,Engineering,3,University E,False
10274,3,3-7,2024-01-15,English,English Section 4,Engineering,3,University E,True
10274,3,3-8,2024-01-15,English,English Section 8,Engineering,3,University E,True
10274,3,3-9,2024-01-15,History,History Section 5,Engineering,3,University E,True
10274,3,3-10,2024-01-15,Economics,Economics Section 3,Engineering,3,University E,True
10274,3,3-11,2024-01-15,English,English Section 7,Engineering,3,University E,False
10274,3,3-12,2024-01-15,Physics,Physics Section 7,Engineering,3,University E,True
10274,3,3-13,2024-01-15,History,History Section 4,Engineering,3,University E,False
10274,3,3-14,2024-01-15,Science,Science Section 7,Engineering,3,University E,True
10274,3,3-15,2024-01-15,Physics,Physics Section 7,Engineering,3,University E,True
10274,3,3-16,2024-01-15,Biology,Biology Section 7,Engineering,3,University E,False
10274,3,3-17,2024-01-15,History,History Section 8,Engineering,3,University E,False
10274,3,3-18,2024-01-15,Science,Science Section 8,Engineering,3,University E,True
10274,3,3-19,2024-01-15,Math,Math Section 10,Engineering,3,University E,False
10274,3,3-20,2024-01-15,Biology,Biology Section 1,Engineering,3,University E,False
10274,3,3-21,2024-01-15,English,English Section 2,Engineering,3,University E,False
10274,3,3-22,2024-01-15,Biology,Biology Section 7,Engineering,3,University E,True
10274,3,3-23,2024-01-15,Math,Math Section 7,Engineering,3,University E,False
10274,3,3-24,2024-01-15,Biology,Biology Section 9,Engineering,3,University E,False
10274,3,3-25,2024-01-15,English,English Section 4,Engineering,3,University E,False
10104,3,3-1,2024-01-15,Science,Science Section 3,Science,4,University A,True
10104,3,3-2,2024-01-15,Economics,Economics Section 10,Science,4,University A,False
10104,3,3-3,2024-01-15,Science,Science Section 1,Science,4,University A,False
10104,3,3-4,2024-01-15,Math,Math Section 2,Science,4,University A,True
10104,3,3-5,2024-01-15,History,History Section 9,Science,4,University A,True
10104,3,3-6,2024-01-15,Economics,Economics Section 5,Science,4,University A,True
10104,3,3-7,2024-01-15,Math,Math Section 2,Science,4,University A,False
10104,3,3-8,2024-01-15,Science,Science Section 9,Science,4,University A,False
10104,3,3-9,2024-01-15,Science,Science Section 8,Science,4,University A,True
10104,3,3-10,2024-01-15,English,English Section 9,Science,4,University A,True
10104,3,3-11,2024-01-15,Physics,Physics Section 6,Science,4,University A,True
10104,3,3-12,2024-01-15,Math,Math Section 8,Science,4,University A,False
10104,3,3-13,2024-01-15,History,History Section 8,Science,4,University A,True
10104,3,3-14,2024-01-15,Math,Math Section 1,Science,4,University A,False
10104,3,3-15,2024-01-15,Biology,Biology Section 5,Science,4,University A,False
10104,3,3-16,2024-01-15,English,English Section 5,Science,4,University A,True
10104,3,3-17,2024-01-15,Science,Science Section 7,Science,4,University A,True
10104,3,3-18,2024-01-15,Biology,Biology Section 7,Science,4,University A,False
10104,3,3-19,2024-01-15,Economics,Economics Section 4,Science,4,University A,True
10104,3,3-20,2024-01-15,History,History Section 2,Science,4,University A,True
10104,3,3-21,2024-01-15,Biology,Biology Section 9,Science,4,University A,True
10104,3,3-22,2024-01-15,Science,Science Section 2,Science,4,University A,True
10104,3,3-23,2024-01-15,Physics,Physics Section 5,Science,4,University A,False
10104,3,3-24,2024-01-15,English,English Section 8,Science,4,University A,False
10104,3,3-25,2024-01-15,Economics,Economics Section 6,Science,4,University A,True
10293,3,3-1,2024-01-15,Biology,Biology Section 9,History,3,University B,True
10293,3,3-2,2024-01-15,Math,Math Section 7,History,3,University B,False
10293,3,3-3,2024-01-15,Science,Science Section 10,History,3,University B,False
10293,3,3-4,2024-01-15,Biology,Biology Section 4,History,3,University B,True
10293,3,3-5,2024-01-15,Science,Science Section 7,History,3,University B,True
10293,3,3-6,2024-01-15,Biology,Biology Section 4,History,3,University B,False
10293,3,3-7,2024-01-15,English,English Section 2,History,3,University B,True
10293,3,3-8,2024-01-15,English,English Section 2,History,3,University B,False
10293,3,3-9,2024-01-15,History,History Section 8,History,3,University B,False
10293,3,3-10,2024-01-15,History,History Section 4,History,3,University B,True
10293,3,3-11,2024-01-15,Economics,Economics Section 9,History,3,University B,False
10293,3,3-12,2024-01-15,Science,Science Section 3,History,3,University B,False
10293,3,3-13,2024-01-15,English,English Section 8,History,3,University B,True
10293,3,3-14,2024-01-15,Science,Science Section 8,History,3,University B,False
10293,3,3-15,2024-01-15,Economics,Economics Section 10,History,3,University B,False
10293,3,3-16,2024-01-15,Economics,Economics Section 4,History,3,University B,False
10293,3,3-17,2024-01-15,Economics,Economics Section 9,History,3,University B,True
10293,3,3-18,2024-01-15,Economics,Economics Section 10,History,3,University B,True
10293,3,3-19,2024-01-15,Economics,Economics Section 3,History,3,University B,True
10293,3,3-20,2024-01-15,Biology,Biology Section 2,History,3,University B,False
10293,3,3-21,2024-01-15,Biology,Biology Section 5,History,3,University B,True
10293,3,3-22,2024-01-15,Physics,Physics Section 2,History,3,University B,False
10293,3,3-23,2024-01-15,Biology,Biology Section 4,History,3,University B,True
10293,3,3-24,2024-01-15,History,History Section 9,History,3,University B,True
10293,3,3-25,2024-01-15,Science,Science Section 10,History,3,University B,False
10246,3,3-1,2024-01-15,Physics,Physics Section 5,Biology,2,University C,False
10246,3,3-2,2024-01-15,Economics,Economics Section 4,Biology,2,University C,False
10246,3,3-3,2024-01-15,History,History Section 5,Biology,2,University C,True
10246,3,3-4,2024-01-15,History,History Section 1,Biology,2,University C,True
10246,3,3-5,2024-01-15,Economics,Economics Section 9,Biology,2,University C,False
10246,3,3-6,2024-01-15,History,History Section 1,Biology,2,University C,False
10246,3,3-7,2024-01-15,Science,Science Section 2,Biology,2,University C,True
10246,3,3-8,2024-01-15,Economics,Economics Section 3,Biology,2,University C,True
10246,3,3-9,2024-01-15,Economics,Economics Section 7,Biology,2,University C,True
10246,3,3-10,2024-01-15,Math,Math Section 2,Biology,2,University C,False
10246,3,3-11,2024-01-15,Math,Math Section 3,Biology,2,University C,False
10246,3,3-12,2024-01-15,Biology,Biology Section 4,Biology,2,University C,True
10246,3,3-13,2024-01-15,History,History Section 9,Biology,2,University C,False
10246,3,3-14,2024-01-15,Physics,Physics Section 8,Biology,2,University C,False
10246,3,3-15,2024-01-15,History,History Section 6,Biology,2,University C,False
10246,3,3-16,2024-01-15,History,History Section 4,Biology,2,University C,True
10246,3,3-17,2024-01-15,Science,Science Section 1,Biology,2,University C,False
10246,3,3-18,2024-01-15,History,History Section 4,Biology,2,University C,False
10246,3,3-19,2024-01-15,Economics,Economics Section 3,Biology,2,University C,False
10246,3,3-20,2024-01-15,Economics,Economics Section 10,Biology,2,University C,False
10246,3,3-21,2024-01-15,English,English Section 10,Biology,2,University C,False
10246,3,3-22,2024-01-15,Math,Math Section 7,Biology,2,University C,True
10246,3,3-23,2024-01-15,Physics,Physics Section 6,Biology,2,University C,False
10246,3,3-24,2024-01-15,History,History Section 6,Biology,2,University C,False
10246,3,3-25,2024-01-15,Physics,Physics Section 6,Biology,2,University C,False
10198,3,3-1,2024-01-15,History,History Section 7,Math,4,University D,True
10198,3,3-2,2024-01-15,Science,Science Section 4,Math,4,University D,True
10198,3,3-3,2024-01-15,Economics,Economics Section 7,Math,4,University D,True
10198,3,3-4,2024-01-15,Biology,Biology Section 7,Math,4,University D,True
10198,3,3-5,2024-01-15,History,History Section 3,Math,4,University D,True
10198,3,3-6,2024-01-15,English,English Section 5,Math,4,University D,False
10198,3,3-7,2024-01-15,Biology,Biology Section 2,Math,4,University D,True
10198,3,3-8,2024-01-15,Physics,Physics Section 5,Math,4,University D,True
10198,3,3-9,2024-01-15,Math,Math Section 1,Math,4,University D,True
10198,3,3-10,2024-01-15,Math,Math Section 10,Math,4,University D,False
10198,3,3-11,2024-01-15,Science,Science Section 8,Math,4,University D,False
10198,3,3-12,2024-01-15,English,English Section 7,Math,4,University D,False
10198,3,3-13,2024-01-15,Math,Math Section 4,Math,4,University D,False
10198,3,3-14,2024-01-15,History,History Section 7,Math,4,University D,True
10198,3,3-15,2024-01-15,Math,Math Section 4,Math,4,University D,False
10198,3,3-16,2024-01-15,Physics,Physics Section 2,Math,4,University D,False
10198,3,3-17,2024-01-15,Science,Science Section 8,Math,4,University D,True
10198,3,3-18,2024-01-15,History,History Section 3,Math,4,University D,False
10198,3,3-19,2024-01-15,Physics,Physics Section 2,Math,4,University D,True
10198,3,3-20,2024-01-15,Biology,Biology Section 8,Math,4,University D,False
10198,3,3-21,2024-01-15,English,English Section 1,Math,4,University D,False
10198,3,3-22,2024-01-15,Economics,Economics Section 4,Math,4,University D,True
10198,3,3-23,2024-01-15,History,History Section 4,Math,4,University D,False
10198,3,3-24,2024-01-15,Economics,Economics Section 9,Math,4,University D,False
10198,3,3-25,2024-01-15,Math,Math Section 7,Math,4,University D,False
10036,3,3-1,2024-01-15,Economics,Economics Section 7,English,1,University E,True
10036,3,3-2,2024-01-15,Physics,Physics Section 7,English,1,University E,False
10036,3,3-3,2024-01-15,English,English Section 4,English,1,University E,True
10036,3,3-4,2024-01-15,Physics,Physics Section 5,English,1,University E,False
10036,3,3-5,2024-01-15,Economics,Economics Section 4,English,1,University E,False
10036,3,3-6,2024-01-15,Biology,Biology Section 3,English,1,University E,False
10036,3,3-7,2024-01-15,Science,Science Section 6,English,1,University E,True
10036,3,3-8,2024-01-15,Economics,Economics Section 9,English,1,University E,True
10036,3,3-9,2024-01-15,Biology,Biology Section 10,English,1,University E,False
10036,3,3-10,2024-01-15,History,History Section 7,English,1,University E,True
10036,3,3-11,2024-01-15,Economics,Economics Section 10,English,1,University E,False
10036,3,3-12,2024-01-15,Biology,Biology Section 2,English,1,University E,True
10036,3,3-13,2024-01-15,Economics,Economics Section 3,English,1,University E,True
10036,3,3-14,2024-01-15,History,History Section 10,English,1,University E,False
10036,3,3-15,2024-01-15,English,English Section 4,English,1,University E,False
10036,3,3-16,2024-01-15,Science,Science Section 9,English,1,University E,True
10036,3,3-17,2024-01-15,Physics,Physics Section 4,English,1,University E,True
10036,3,3-18,2024-01-15,History,History Section 1,English,1,University E,True
10036,3,3-19,2024-01-15,Biology,Biology Section 10,English,1,University E,False
10036,3,3-20,2024-01-15,Science,Science Section 6,English,1,University E,True
10036,3,3-21,2024-01-15,Physics,Physics Section 7,English,1,University E,True
10036,3,3-22,2024-01-15,History,History Section 7,English,1,University E,False
10036,3,3-23,2024-01-15,Economics,Economics Section 6,English,1,University E,False
